387,-53
364,-53
389,-53
402,-53
382,-53
302,-51
389,-51
397,-53
353,-52
378,-53
387,-52
365,-53
372,-52
859,-51
859,-51
853,-51
380,-52
852,-52
375,-52
325,-51
373,-52
373,-52
863,-51
375,-52
859,-51
843,-53
373,-52
374,-52
865,-51
371,-52
839,-51
365,-53
383,-51
313,-51
842,-51
375,-52
372,-52
381,-52
364,-54
365,-53
394,-52
358,-54
841,-53
374,-52
868,-51
361,-54
847,-52
807,-53
375,-52
369,-52
378,-52
366,-52
375,-52
384,-52
355,-54
356,-53
372,-54
368,-52
375,-52
369,-53
854,-50
314,-51
374,-52
370,-52
368,-52
368,-52
371,-52
371,-53
365,-52
360,-52
366,-52
370,-52
370,-52
828,-52
856,-51
304,-52
850,-52
353,-54
371,-54
369,-54
362,-52
860,-50
357,-52
356,-52
372,-52
363,-52
361,-52
379,-52
349,-51
309,-51
357,-52
369,-51
361,-52
348,-54
365,-53
349,-54
398,-52
352,-54
385,-51
411,-51
366,-51
382,-51
858,-51
330,-46
382,-48
387,-60
371,-61
385,-54
382,-60
381,-67
861,-81
382,-69
1818,-68
381,-70
381,-71
373,-81
390,-72
327,-76
372,-76
378,-77
377,-90
857,-82
386,-89
369,-84
862,-82
358,-87
371,-99
850,-84
367,-77
380,-84
2313,-88
310,-77
381,-76
371,-81
870,-79
838,-92
372,-75
372,-77
370,-89
354,-84
373,-80
851,-86
378,-83
390,-83
839,-75
337,-77
383,-76
359,-86
353,-85
375,-76
372,-75
379,-81
850,-75
851,-79
366,-78
375,-77
364,-72
371,-72
876,-75
299,-74
372,-78
359,-77
375,-76
841,-75
377,-75
372,-76
369,-81
828,-80
833,-77
378,-78
369,-78
366,-77
365,-77
305,-77
845,-79
375,-78
351,-77
858,-75
357,-76
1332,-89
369,-88
832,-83
860,-99
349,-85
365,-75
359,-68
367,-72
312,-70
351,-72
827,-69
375,-69
386,-68
343,-70
367,-68
342,-68
368,-69
360,-71
340,-72
376,-77
361,-94
2306,-91
794,-96
377,-96
1347,-88
377,-97
869,-101
377,-96
2803,-93
2274,-93
412,-95
5006,-120
1496,-97
373,-96
1810,-97
4219,-99
5006,-120
4344,-95
861,-94
857,-93
857,-101
387,-91
366,-95
2309,-94
1321,-88
874,-90
